key,title,decision,reason,criteria,timestamp
RGDQ7568,PhishIntentionLLM: uncovering phishing website intentions through multi-agent retrieval-augmented generation,INCLUDE,PhishIntentionLLM: Uncovering phishing intentions using RAG/LLMs.,"IC1,IC2",2026-01-12T12:32:30.086271
8H9BZEFW,PiMRef: detecting and explaining ever-evolving spear phishing emails with knowledge base invariants,INCLUDE,PiMRef: Detecting spear phishing with knowledge base invariants (and LLM threat context).,"IC1,IC2",2026-01-12T12:32:31.022663
TKCEKZ4Q,From alerts to intelligence: a novel LLM-aided framework for host-based intrusion detection,INCLUDE,SHIELD: LLM-aided framework for host-based intrusion detection.,"IC1,IC2",2026-01-12T12:32:32.331590
7AGWUVZ3,REAL-IoT: characterizing GNN intrusion detection robustness under practical adversarial attack,INCLUDE,REAL-IoT: LLM-based filtering for GNN intrusion detection robustness.,"IC1,IC2",2026-01-12T12:32:33.608095
GKWNWXQ3,ExCyTIn-bench: evaluating LLM agents on cyber threat investigation,INCLUDE,ExCyTIn-bench: Evaluating LLM agents on cyber threat investigation.,"IC1,IC2",2026-01-12T12:32:34.593592
346F2HVN,ChatGPT: excellent paper! Accept it. Editor: imposter found! Review rejected,INCLUDE,Inject-and-detect: Detecting LLM-generated reviews (Imposter detection).,"IC1,IC2",2026-01-12T12:32:35.593714
59TWVGZR,Generation of programmatic rules for document forgery detection using large language models,INCLUDE,Generation of rules for document forgery detection using LLMs.,"IC1,IC2",2026-01-12T12:32:36.654460
MATFKQP3,Automated red-teaming framework for large language model security assessment: a comprehensive attack generation and detection system,INCLUDE,Automated red-teaming framework for LLM security assessment.,"IC1,IC2",2026-01-12T12:32:37.749180
STJV7FI9,Explainable and fine-grained safeguarding of LLM multi-agent systems via Bi-level graph anomaly detection,INCLUDE,XG-Guard: Safeguarding LLM multi-agent systems via graph anomaly detection.,"IC1,IC2",2026-01-12T12:32:38.946726
SGSC3AHM,Rethinking jailbreak detection of large vision language models with representational contrastive scoring,INCLUDE,RCS: Rethinking jailbreak detection of LVLMs (Internal representation analysis).,"IC1,IC2",2026-01-12T12:32:40.734262
N6I6I7N8,"TriDF: evaluating perception, detection, and hallucination for interpretable DeepFake detection",INCLUDE,TriDF: Benchmark for interpretable DeepFake detection using MLLMs.,"IC1,IC2",2026-01-12T12:32:41.438459
BC2D8JN6,Phishing email detection using large language models,INCLUDE,LLMPEA: LLM-based framework to detect phishing email attacks.,"IC1,IC2",2026-01-12T12:32:42.233199
73WRJSWV,SCOUT: a defense against data poisoning attacks in fine-tuned language models,INCLUDE,SCOUT: Defense against data poisoning using saliency analysis (in LMs).,"IC1,IC2",2026-01-12T12:32:43.127089
T5M7HMNP,MINES: explainable anomaly detection through web API invariant inference,INCLUDE,MINES: Explainable anomaly detection through web API invariant inference (using LLM).,"IC1,IC2",2026-01-12T12:32:43.999523
QFWJ4TWE,Patronus: identifying and mitigating transferable backdoors in pre-trained language models,INCLUDE,Patronus: Identifying and mitigating transferable backdoors in PLMs.,"IC1,IC2",2026-01-12T12:32:45.298940
FHSMJZK7,Securing the model context protocol: defending LLMs against tool poisoning and adversarial attacks,INCLUDE,Securing MCP: LLM-on-LLM semantic vetting for tool poisoning.,"IC1,IC2",2026-01-12T12:32:46.145052
A6T5A2QR,AgenticCyber: a GenAI-powered multi-agent system for multimodal threat detection and adaptive response in cybersecurity,INCLUDE,AgenticCyber: GenAI-powered multi-agent system for multimodal threat detection.,"IC1,IC2",2026-01-12T12:32:47.465595
XWCMNMDH,ARGUS: defending against multimodal indirect prompt injection via steering instruction-following behavior,INCLUDE,ARGUS: Defending against multimodal indirect prompt injection (Detection/Steering).,"IC1,IC2",2026-01-12T12:32:48.328889
AFN5832P,Beyond detection: a comprehensive benchmark and study on representation learning for fine-grained webshell family classification,INCLUDE,WebShell family classification: Data augmentation with LLMs.,"IC1,IC2",2026-01-12T12:32:49.843486
5MWT2NRE,Immunity memory-based jailbreak detection: multi-agent adaptive guard for large language models,INCLUDE,MAAG: Multi-Agent Adaptive Guard for jailbreak detection.,"IC1,IC2",2026-01-12T12:32:51.174028
8NP9HCGF,AGENTSAFE: a unified framework for ethical assurance and governance in agentic AI,INCLUDE,AGENTSAFE: Governance/Anomaly detection in agentic AI.,"IC1,IC2",2026-01-12T12:32:52.039076
PR5AX6FK,Bias injection attacks on RAG databases and sanitization defenses,INCLUDE,BiasDef: Post-retrieval filtering defense against bias injection in RAG.,"IC1,IC2",2026-01-12T12:32:52.802317
8SGUZWZ7,TrojanLoC: LLM-based framework for RTL trojan localization,INCLUDE,TrojanLoC: LLM-based framework for RTL trojan localization.,"IC1,IC2",2026-01-12T12:32:53.908800
7328M34Z,Constructing and benchmarking: a labeled email dataset for text-based phishing and spam detection framework,INCLUDE,Labeled email dataset for phishing detection (LLM benchmarking).,"IC1,IC2",2026-01-12T12:32:54.819074
2STS3I94,Defending large language models against jailbreak exploits with responsible AI considerations,INCLUDE,Agent-based defense against jailbreak exploits.,"IC1,IC2",2026-01-12T12:32:56.359600
Q73H95CD,Think fast: real-time IoT intrusion reasoning using IDS and LLMs at the edge gateway,INCLUDE,IoT intrusion reasoning using IDS and LLMs at the edge.,"IC1,IC2",2026-01-12T12:32:57.872111
56DIJ6EI,Sparse reasoning is enough: biological-inspired framework for video anomaly detection with large pre-trained models,INCLUDE,ReCoVAD: Video anomaly detection with large pre-trained models.,"IC1,IC2",2026-01-12T12:32:59.323315
5ZKG4JG3,Hiding in the AI traffic: abusing MCP for LLM-powered agentic red teaming,INCLUDE,LLM-powered agentic red teaming (Vulnerability detection).,"IC1,IC2",2026-01-12T12:33:00.531575
W9J7TFNB,AquaSentinel: next-generation AI system integrating sensor networks for urban underground water pipeline anomaly detection via collaborative MoE-LLM agent architecture,INCLUDE,AquaSentinel: Anomaly detection in water pipelines via MoE-LLM agents.,"IC1,IC2",2026-01-12T12:33:01.653004
5JQBJW6I,"Small language models for phishing website detection: cost, performance, and privacy trade-offs",INCLUDE,SLMs for phishing website detection.,"IC1,IC2",2026-01-12T12:33:02.966098
PTH3VFEJ,Securing AI agents against prompt injection attacks,INCLUDE,Securing AI agents: Anomaly detection and guardrails.,"IC1,IC2",2026-01-12T12:33:03.942868
EAKPIJKK,Can MLLMs detect phishing? A comprehensive security benchmark suite focusing on dynamic threats and multimodal evaluation in academic environments,INCLUDE,AdapT-Bench: Benchmarking MLLMs for phishing detection.,"IC1,IC2",2026-01-12T12:33:04.813721
TP888DM8,From topology to behavioral semantics: enhancing BGP security by understanding BGP's language with LLMs,INCLUDE,BGPShield: BGP anomaly detection using LLM embeddings.,"IC1,IC2",2026-01-12T12:33:05.528413
83SFUQ6I,MalRAG: a retrieval-augmented LLM framework for open-set malicious traffic identification,INCLUDE,MalRAG: Retrieval-augmented LLM for malicious traffic identification.,"IC1,IC2",2026-01-12T12:33:06.496087
QWEBP3AZ,LogPurge: log data purification for anomaly detection via rule-enhanced filtering,INCLUDE,LogPurge: Log data purification for anomaly detection via LLMs.,"IC1,IC2",2026-01-12T12:33:07.324809
UK64MS7T,AutoMalDesc: large-scale script analysis for cyber threat research,INCLUDE,AutoMalDesc: Script analysis for cyber threat research using LLMs.,"IC1,IC2",2026-01-12T12:33:08.158257
BG8BH59C,Uncovering and aligning anomalous attention heads to defend against NLP backdoor attacks,INCLUDE,Backdoor detection based on attention similarity in LLMs.,"IC1,IC2",2026-01-12T12:33:09.119972
7D5HK9JI,Privacy-preserving prompt injection detection for LLMs using federated learning and embedding-based NLP classification,INCLUDE,Privacy-preserving prompt injection detection using federated learning/NLP.,"IC1,IC2",2026-01-12T12:33:09.950957
C3FWFZK6,"One signature, multiple payments: demystifying and detecting signature replay vulnerabilities in smart contracts",INCLUDE,LASiR: Detecting signature replay vulnerabilities in smart contracts using LLMs.,"IC1,IC2",2026-01-12T12:33:10.735935
KV9Q93SV,Actionable cybersecurity notifications for smart homes: a user study on the role of length and complexity,INCLUDE,Actionable cybersecurity notifications for smart homes using LLMs.,"IC1,IC2",2026-01-12T12:33:11.613191
NZ6C2R8H,Security logs to ATT&CK insights: leveraging LLMs for high-level threat understanding and cognitive trait inference,INCLUDE,Leveraging LLMs for high-level threat understanding from security logs.,"IC1,IC2",2026-01-12T12:33:12.843679
4E9SGTXU,One size fits all? A modular adaptive sanitization kit (MASK) for customizable privacy-preserving phone scam detection,INCLUDE,MASK: Privacy-preserving phone scam detection using LLMs.,"IC1,IC2",2026-01-12T12:33:13.634917
5IBQZU9S,OCR-APT: reconstructing APT stories from audit logs using subgraph anomaly detection and LLMs,INCLUDE,OCR-APT: Reconstructing APT stories from audit logs using LLMs.,"IC1,IC2",2026-01-12T12:33:14.495809
7RKDSGJD,An explainable transformer-based model for phishing email detection: a large language model approach,INCLUDE,Explainable transformer-based model (DistilBERT) for phishing email detection.,"IC1,IC2",2026-01-12T12:33:16.697186
A2XPZ3EN,GradSafe: detecting jailbreak prompts for LLMs via safety-critical gradient analysis,INCLUDE,GradSafe: Detecting jailbreak prompts via gradient analysis.,"IC1,IC2",2026-01-12T12:33:18.048349
ZBDSPQRF,The use of a large language model for cyberbullying detection,INCLUDE,Cyberbullying detection using LLMs (BERT/RoBERTa).,"IC1,IC2",2026-01-12T12:33:19.777665
8UQQIACX,Moderating new waves of online hate with chain-of-thought reasoning in large language models,INCLUDE,HATEGUARD: Moderating online hate with CoT in LLMs.,"IC1,IC2",2026-01-12T12:33:20.502009
H6D3J4NC,Nexus at ArAIEval shared task: fine-tuning arabic language models for propaganda and disinformation detection,INCLUDE,Nexus: Fine-tuning Arabic language models for propaganda detection.,"IC1,IC2",2026-01-12T12:33:21.490955
BJIFQJTN,"An improved transformer-based model for detecting phishing, spam, and ham: a large language model approach",INCLUDE,IPSDM: Detecting phishing and spam using BERT.,"IC1,IC2",2026-01-12T12:33:22.377963
NIBX37BW,REEF: a framework for collecting real-world vulnerabilities and fixes,INCLUDE,REEF: Collecting real-world vulnerabilities and fixes using Neural LMs.,"IC1,IC2",2026-01-12T12:33:24.507304
95SMP3AQ,KDDT: knowledge distillation-empowered digital twin for anomaly detection,INCLUDE,KDDT: Digital twin for anomaly detection using Language Models.,"IC1,IC2",2026-01-12T12:33:25.526392
BTC69EJX,The looming threat of fake and LLM-generated LinkedIn profiles: challenges and opportunities for detection and prevention,INCLUDE,Detecting fake and LLM-generated LinkedIn profiles using BERT/RoBERTa.,"IC1,IC2",2026-01-12T12:33:27.763525
Z8VIWW98,Flow-based network intrusion detection based on BERT masked language model,INCLUDE,Flow-based NIDS using BERT.,"IC1,IC2",2026-01-12T12:33:28.526788
QEWEEQ4B,Masked language model based textual adversarial example detection,INCLUDE,Masked language model based textual adversarial example detection.,"IC1,IC2",2026-01-12T12:33:29.602144
C3V7DVAX,Robust and transferable anomaly detection in log data using pre-trained language models,INCLUDE,Log anomaly detection using Pre-trained Language Models.,"IC1,IC2",2026-01-12T12:33:31.808868
